Table Name : Orderdetails 
Attributes : (`customerNumber`,`orderNumber`,`productCode`,`quantityOrdered`,`priceEach`,`orderLineNumber`)
(475,10373,'S24_3816',23,'83.86',10),
(475,10190,'S24_2360',42,'58.87',3),
(462,10236,'S18_2625',23,'52.70',2),
(145,10179,'S700_1691',23,'75.81',8),
(456,10414,'S700_2610',31,'61.44',4),
(459,10159,'S18_2625',42,'51.48',18),
(335,10143,'S18_3029',46,'70.54',13),
(335,10288,'S24_3191',34,'76.19',10),
(448,10150,'S32_3522',49,'62.05',4),
(324,10200,'S700_2834',39,'115.09',2),
(344,10221,'S18_3140',33,'133.86',3),
(339,10268,'S18_3320',39,'96.23',1),
(186,10383,'S18_4027',38,'137.88',1),
(121,10241,'S24_1046',22,'72.02',8),
(323,10300,'S12_3990',22,'76.61',6),
(278,10358,'S18_4027',25,'117.77',13),
(484,10319,'S18_4721',45,'120.53',3),
(458,10287,'S24_3371',20,'58.17',11),
(409,10207,'S24_2300',46,'127.79',12),
(484,10416,'S18_1662',24,'129.31',14),
(103,10425,'S18_2319',38,'117.82',7),
(376,10388,'S50_1341',27,'41.02',1),
(237,10283,'S700_1138',45,'62.00',9),
(256,10384,'S24_2011',28,'114.29',3),
(172,10373,'S18_1662',28,'143.50',4),
(477,10418,'S18_3482',27,'139.64',1),
(216,10279,'S24_3191',33,'78.76',4),
(344,10281,'S18_2319',48,'114.14',4),
(286,10226,'S24_1628',36,'47.79',3),
(282,10283,'S24_3816',33,'77.15',5),
(125,10107,'S10_4698',27,'172.36',4),
(369,10124,'S24_2022',22,'36.29',1),
(443,10350,'S700_2610',29,'68.67',12),
(350,10305,'S10_4962',38,'130.01',13),
(452,10398,'S700_2047',36,'75.13',7),
(443,10329,'S10_2016',20,'109.42',2),
(237,10382,'S12_3891',34,'143.61',12),
(448,10259,'S24_1444',28,'46.82',1),
(112,10307,'S18_3029',31,'71.40',7),
(124,10142,'S12_3148',33,'140.50',13),
(171,10417,'S10_2016',45,'116.56',5),
(151,10300,'S12_1099',33,'184.84',5),
(209,10319,'S50_4713',45,'79.73',6),
(169,10420,'S24_2766',39,'76.33',9),
(424,10165,'S18_2432',31,'60.77',18),
(189,10391,'S24_2022',24,'36.29',1),
(250,10309,'S50_4713',28,'74.04',1),
(145,10142,'S12_3891',46,'167.83',11),
(144,10273,'S18_3856',50,'105.87',1),
(381,10134,'S10_1678',41,'90.92',2),
(456,10211,'S12_1099',41,'171.22',2),
(369,10269,'S24_4258',48,'95.44',2),
(334,10390,'S18_1129',36,'117.48',14),
(484,10319,'S24_2360',31,'65.80',7),
(319,10397,'S72_3212',34,'52.96',1),
(237,10223,'S32_1374',21,'90.90',7),
(119,10334,'S18_3232',20,'147.33',3),
(112,10407,'S24_3432',43,'101.73',9),
(157,10425,'S32_1268',41,'83.79',11),
(186,10414,'S700_1938',34,'74.48',13),
(211,10346,'S24_3432',26,'103.87',6),
(303,10153,'S12_3891',49,'155.72',10),
(114,10248,'S72_3212',23,'53.51',9),
(237,10375,'S12_1099',45,'184.84',7),
(465,10225,'S24_3371',24,'51.43',8),
(415,10148,'S18_4409',34,'83.75',1),
(114,10127,'S50_1392',46,'111.12',9),
(189,10207,'S32_1268',49,'84.75',14),
(333,10325,'S12_3891',24,'166.10',1),
(216,10291,'S18_2957',37,'56.21',14),
(256,10344,'S24_1937',20,'27.88',6),
(406,10235,'S24_4278',40,'63.03',4),
(480,10299,'S18_3782',39,'62.17',3),
(202,10287,'S18_2870',44,'114.84',1),
(489,10347,'S18_1097',42,'113.17',5),
(386,10137,'S18_1589',44,'115.73',2),
(186,10129,'S24_3151',41,'81.43',4),
(353,10310,'S32_2206',36,'38.62',17),
(276,10120,'S24_1785',39,'93.01',10),
(350,10329,'S10_1678',42,'80.39',1),
(484,10161,'S24_2766',20,'82.69',3),
(171,10302,'S18_4409',38,'82.83',2),
(487,10412,'S24_2300',70,'109.90',10),
(141,10411,'S18_4600',46,'106.55',3),
(486,10119,'S24_3816',35,'82.18',10),
(409,10417,'S18_2625',36,'58.75',6),
(175,10395,'S10_4757',32,'125.12',2),
(177,10214,'S18_2248',21,'53.28',6),
(406,10337,'S700_3962',36,'83.42',7),
(385,10208,'S50_1514',30,'57.99',15),
(320,10155,'S18_3856',29,'105.87',10),
(169,10324,'S32_1268',20,'91.49',11),
(201,10135,'S32_4485',30,'91.85',17),
(456,10222,'S700_2610',36,'69.39',13),
(171,10138,'S24_3969',29,'32.82',4),
(125,10361,'S700_2466',26,'91.74',9),
(157,10229,'S10_4962',50,'138.88',9),
(328,10412,'S18_2319',56,'120.28',8),
(209,10188,'S32_1374',44,'81.91',7),
(452,10394,'S24_1444',31,'53.18',2),
(204,10263,'S24_4278',24,'59.41',11),
(219,10283,'S18_3856',46,'100.58',3),
(172,10208,'S700_1938',40,'73.62',10),
(382,10370,'S18_4668',20,'41.76',2),
(219,10191,'S18_3782',43,'60.93',9),
(362,10331,'S18_1129',46,'120.31',6),
(233,10223,'S10_2016',47,'110.61',4),
(189,10198,'S24_3949',43,'65.51',3),
(148,10229,'S18_3232',22,'157.49',5),
(273,10324,'S18_4668',38,'49.81',6),
(379,10423,'S24_4258',28,'78.89',4),
(376,10206,'S18_2957',28,'51.84',9),
(487,10215,'S18_4668',46,'42.76',1),
(239,10167,'S24_3420',32,'64.44',3),
(448,10287,'S18_4721',34,'119.04',17),
(299,10401,'S700_3167',77,'73.60',9),
(489,10271,'S18_2238',50,'147.36',4),
(344,10371,'S700_2824',34,'83.95',3),
(473,10147,'S24_3371',30,'48.98',6),
(247,10129,'S700_3505',42,'90.15',6),
(369,10305,'S24_2300',24,'107.34',10),
(166,10353,'S24_1785',28,'107.23',2),
(278,10415,'S24_3420',18,'59.83',2),
(379,10193,'S18_2795',22,'143.44',8),
(286,10187,'S700_1691',34,'84.95',6),
(477,10155,'S72_1253',34,'49.16',8),
(362,10331,'S50_4713',20,'74.04',5),
(311,10145,'S10_1678',45,'76.56',6),
(443,10119,'S18_3856',27,'95.28',8),
(177,10312,'S18_3320',33,'84.33',8),
(260,10284,'S32_4289',50,'60.54',4),
(167,10112,'S10_1949',29,'197.16',1),
(204,10104,'S32_3207',49,'56.55',4),
(276,10389,'S24_2000',49,'61.70',2),
(299,10185,'S72_3212',28,'47.50',6),
(167,10328,'S700_4002',39,'69.59',12),
(348,10308,'S24_3949',43,'58.00',16),
(459,10390,'S18_3782',36,'54.09',2),
(124,10370,'S32_3522',25,'63.99',3),
(484,10389,'S18_1889',49,'63.91',3),
(459,10122,'S18_3232',25,'137.17',3),
(173,10244,'S18_2795',43,'141.75',8),
(462,10135,'S24_2972',20,'34.36',1),
(458,10304,'S10_1949',47,'201.44',6),
(151,10280,'S18_3320',34,'99.21',7),
(381,10201,'S10_1678',22,'82.30',2),
(227,10419,'S12_3990',34,'64.64',14),
(167,10281,'S700_2824',27,'89.01',11),
(202,10195,'S24_4048',34,'95.81',2),
(409,10230,'S18_2238',49,'153.91',8),
(129,10316,'S32_4289',24,'59.16',2),
(450,10354,'S24_2000',28,'62.46',1),
(177,10309,'S24_2360',24,'59.56',2),
(443,10127,'S18_2319',45,'114.14',14),
(324,10314,'S50_1392',28,'115.75',12),
(319,10343,'S32_2206',29,'37.41',5),
(198,10222,'S24_3949',48,'55.27',3),
(319,10215,'S18_1097',46,'100.34',2),
(259,10367,'S18_2795',32,'140.06',7),
(486,10109,'S24_2972',29,'32.10',6),
(250,10110,'S18_1749',42,'153.00',7),
(216,10130,'S18_3856',33,'99.52',1),
(202,10322,'S18_2795',36,'158.63',2),
(321,10349,'S18_2319',38,'117.82',7),
(273,10386,'S700_4002',44,'59.22',15),
(293,10415,'S24_2841',21,'60.97',1),
(211,10382,'S18_4600',39,'115.03',1),
(348,10108,'S18_4721',44,'139.87',11),
(125,10375,'S700_3167',44,'69.60',11),
(335,10273,'S24_2011',22,'103.23',11),
(249,10179,'S700_3167',39,'80.00',9),
(205,10305,'S12_4473',38,'107.84',5),
(216,10311,'S18_2870',43,'114.84',10),
(409,10153,'S12_3148',42,'128.42',12),
(173,10239,'S24_2972',20,'32.47',2),
(157,10324,'S18_2319',33,'105.55',10),
(465,10293,'S24_2011',21,'111.83',2),
(376,10120,'S24_2000',34,'72.36',5),
(173,10332,'S24_1046',23,'61.73',4),
(458,10291,'S18_1097',41,'96.84',10),
(211,10229,'S18_2432',28,'53.48',7),
(319,10101,'S18_2795',26,'167.06',1),
(166,10211,'S10_1678',41,'90.92',14),
(151,10285,'S18_2625',20,'50.88',10),
(477,10260,'S12_3891',44,'169.56',4),
(307,10350,'S700_1938',28,'76.22',4),
(412,10210,'S18_2581',50,'68.43',7),
(278,10106,'S700_3167',44,'76.00',8),
(121,10363,'S12_4675',46,'103.64',6),
(319,10263,'S700_2834',47,'117.46',9),
(276,10336,'S12_4473',38,'95.99',3),
(335,10212,'S12_3380',39,'99.82',16),
(175,10223,'S10_1678',37,'80.39',1),
(489,10328,'S24_3949',35,'55.96',3),
(166,10355,'S18_4721',25,'124.99',2),
(103,10178,'S18_1662',42,'127.73',4),
(205,10391,'S10_4962',37,'121.15',7),
(314,10355,'S18_3782',31,'60.30',1),
(335,10139,'S18_2949',46,'91.18',1),
(357,10306,'S700_1938',38,'73.62',10),
(465,10357,'S18_3320',25,'84.33',3),
(239,10223,'S18_2581',47,'67.58',9),
(161,10115,'S24_1444',47,'56.64',2),
(409,10139,'S18_2795',41,'151.88',8),
(363,10254,'S18_1749',49,'137.70',5),
(477,10296,'S24_3949',32,'63.46',6),
(121,10275,'S24_2000',30,'61.70',6),
(211,10182,'S24_1046',47,'63.20',16),
(369,10283,'S72_1253',43,'41.22',1),
(169,10275,'S700_1691',32,'85.86',14),
(169,10245,'S18_1097',29,'114.34',8),
(298,10180,'S24_1578',48,'98.05',10),
(382,10252,'S18_3482',41,'145.52',1),
(465,10182,'S24_2022',31,'39.87',5),
(202,10248,'S18_3029',21,'80.86',1),
(282,10192,'S18_1889',45,'70.84',15),
(475,10295,'S700_1138',26,'62.00',4),
(350,10159,'S32_4485',23,'86.74',12),
(344,10212,'S24_3432',46,'100.66',4),
(412,10336,'S24_1444',45,'49.71',4),
(167,10312,'S18_2949',37,'91.18',4),
(129,10373,'S10_4757',39,'118.32',3),
(362,10292,'S24_1444',40,'48.55',5),
(350,10169,'S32_2206',26,'37.01',9),
(323,10302,'S24_2766',49,'75.42',5),
(171,10264,'S50_4713',47,'67.53',5),
(443,10127,'S12_4473',24,'100.73',11),
(249,10172,'S24_3432',22,'87.81',4),
(202,10342,'S18_3278',25,'76.39',5),
(363,10201,'S10_4698',49,'191.72',4),
(177,10266,'S12_3380',22,'110.39',12),
(328,10184,'S50_1392',45,'92.60',4),
(145,10119,'S24_3420',20,'63.12',5),
(250,10292,'S24_4048',27,'113.55',4),
(452,10174,'S18_2949',46,'100.30',5),
(259,10177,'S700_3962',24,'83.42',5),
(148,10213,'S24_2887',27,'97.48',3),
(477,10328,'S24_2841',48,'67.82',1),
(465,10280,'S18_1749',26,'161.50',16),
(473,10340,'S24_4278',40,'63.76',1),
(278,10175,'S18_4600',47,'102.92',10),
(473,10312,'S18_2957',35,'54.34',6),
(369,10182,'S24_1937',39,'31.86',6),
(369,10328,'S700_2047',41,'75.13',9),
(247,10197,'S700_3505',27,'100.17',10),
(259,10310,'S24_2972',33,'33.23',4),
(186,10248,'S24_3151',30,'85.85',5),
(129,10182,'S18_4409',36,'88.35',11),
(489,10185,'S18_4027',39,'127.82',16),
(303,10165,'S18_3232',47,'154.10',16),
(124,10140,'S18_1097',32,'95.67',10),
(447,10164,'S18_1097',36,'103.84',8),
(458,10340,'S700_1691',30,'73.99',5),
(443,10126,'S18_3320',38,'94.25',16),
(369,10321,'S18_3685',28,'138.45',8),
(259,10315,'S700_3505',31,'99.17',3),
(273,10191,'S18_4721',32,'136.90',8),
(250,10400,'S18_3029',30,'74.84',7),
(223,10104,'S18_2319',29,'122.73',12),
(259,10159,'S50_4713',31,'78.11',10),
(495,10155,'S10_4757',32,'129.20',13),
(259,10350,'S700_3505',31,'87.15',13),
(171,10117,'S18_3259',21,'81.68',7),
(344,10230,'S32_3207',46,'59.03',4),
(260,10340,'S50_1341',40,'37.09',4),
(415,10126,'S24_2300',27,'122.68',1),
(481,10292,'S50_1392',41,'113.44',6),
(293,10342,'S18_3482',55,'136.70',7),
(339,10280,'S18_2795',22,'158.63',10),
(114,10165,'S32_3207',44,'55.30',7),
(496,10268,'S24_2022',40,'36.29',5),
(361,10117,'S72_3212',50,'52.42',2),
(347,10395,'S50_1392',46,'98.39',4),
(471,10126,'S700_2824',45,'97.10',6),
(206,10105,'S700_3962',22,'99.31',7),
(103,10325,'S10_4757',47,'111.52',6),
(119,10398,'S24_3949',41,'56.64',2),
(247,10380,'S18_4409',32,'78.23',1),
(157,10105,'S10_4757',50,'127.84',2),
(363,10266,'S18_1889',33,'77.00',10),
(448,10390,'S18_3482',50,'135.23',1),
(344,10119,'S72_1253',28,'40.22',6),
(250,10309,'S12_2823',26,'144.60',4),
(475,10316,'S700_2466',23,'85.76',6),
(171,10230,'S12_3148',43,'128.42',1),
(412,10117,'S700_3962',45,'89.38',1),
(486,10291,'S10_4962',30,'141.83',4),
(459,10310,'S18_4721',40,'133.92',15),
(496,10382,'S12_3148',37,'145.04',11),
(247,10390,'S24_3856',45,'134.81',8),
(259,10183,'S18_3136',22,'90.06',10),
(477,10314,'S50_1514',38,'50.38',7),
(223,10226,'S18_1589',38,'108.26',4),
(328,10378,'S18_3482',43,'146.99',10),
(443,10119,'S700_4002',26,'63.67',1),
(321,10398,'S18_3029',28,'70.54',18),
(256,10179,'S32_1374',45,'86.90',1),
(299,10336,'S700_2824',46,'94.07',2),
(348,10372,'S18_4522',41,'78.99',7),
(424,10150,'S700_2824',20,'95.08',3),
(350,10125,'S18_2795',34,'138.38',2),
(471,10356,'S18_1342',50,'82.19',9),
(181,10294,'S700_3962',45,'98.32',1),
(198,10237,'S24_2360',26,'62.33',4),
(448,10215,'S18_2949',49,'97.26',4),
(206,10310,'S12_3380',24,'105.70',8),
(484,10207,'S24_2840',42,'30.76',8),
(363,10332,'S24_1628',20,'47.29',5),
(227,10362,'S18_2625',23,'53.91',3),
(415,10353,'S50_1341',40,'35.78',8),
(328,10270,'S10_1949',21,'171.44',9),
(240,10246,'S18_2238',40,'144.08',4),
(112,10421,'S24_2022',40,'44.80',2),
(386,10228,'S18_2949',24,'101.31',3),
(484,10410,'S18_1367',44,'51.21',6),
(276,10360,'S72_3212',31,'54.05',11),
(177,10332,'S18_4409',50,'92.03',2),
(473,10416,'S700_2466',22,'84.76',11),
(398,10250,'S18_2581',27,'84.48',4),
(362,10280,'S18_3136',29,'102.63',4),
(167,10251,'S10_1678',59,'93.79',2),
(237,10232,'S72_3212',24,'48.59',3),
(171,10264,'S24_4620',47,'75.18',1),
(455,10238,'S18_3482',49,'144.05',5),
(324,10232,'S18_3140',22,'133.86',6),
(249,10262,'S24_3420',46,'65.75',11),
(333,10301,'S18_1129',37,'114.65',8),
(128,10140,'S32_1268',26,'87.64',3),
(124,10304,'S18_2957',24,'54.34',9),
(353,10370,'S18_2319',22,'101.87',5),
(223,10339,'S24_2841',55,'67.82',12),
(121,10126,'S18_3136',30,'93.20',13),
(128,10352,'S700_2047',23,'75.13',3),
(328,10385,'S24_3816',37,'78.83',2),
(240,10415,'S18_3856',51,'86.81',5),
(347,10169,'S50_4713',48,'75.66',10),
(381,10191,'S12_3990',30,'70.22',4),
(141,10310,'S24_4620',49,'75.18',14),
(409,10310,'S18_1984',24,'129.45',1),
(303,10398,'S72_1253',34,'41.22',1),
(456,10368,'S24_2887',31,'115.09',5),
(347,10244,'S18_2949',30,'87.13',1),
(186,10346,'S24_2766',25,'87.24',1),
(103,10237,'S12_2823',32,'129.53',6),
(276,10259,'S18_3232',27,'152.41',8),
(247,10316,'S10_4757',33,'126.48',17),
(376,10142,'S24_3151',49,'74.35',1),
(278,10220,'S50_1392',37,'92.60',9),
(114,10315,'S24_3151',24,'78.77',1),
(298,10382,'S32_3522',48,'57.53',8),
(314,10276,'S18_3482',30,'139.64',5),
(334,10282,'S24_1444',29,'49.71',11),
(471,10358,'S12_3148',49,'129.93',5),
(216,10159,'S12_2823',38,'131.04',13),
(361,10282,'S18_3140',43,'122.93',1),
(121,10407,'S18_1749',76,'141.10',2),
(311,10114,'S18_2432',45,'53.48',6),
(487,10304,'S18_1342',37,'95.55',13),
(489,10268,'S18_1342',49,'93.49',3),
(151,10186,'S24_3816',36,'68.77',8),
(172,10400,'S18_3856',58,'88.93',6),
(144,10128,'S700_1938',32,'72.75',3),
(363,10153,'S50_1514',31,'53.31',13),
(356,10223,'S24_1578',32,'104.81',2),
(181,10382,'S18_2238',25,'160.46',5),
(125,10225,'S12_3380',25,'101.00',7),
(335,10138,'S24_2766',28,'73.60',10),
(339,10182,'S18_1342',25,'83.22',3),
(166,10164,'S32_1268',24,'91.49',1),
(361,10332,'S24_2766',39,'84.51',7),
(249,10228,'S18_3136',31,'100.53',4),
(240,10360,'S18_3259',29,'94.79',18),
(177,10348,'S24_4258',39,'82.78',2),
(259,10217,'S32_1268',21,'78.97',3),
(379,10142,'S72_3212',39,'46.96',5),
(443,10222,'S700_2466',37,'90.75',1),
(465,10162,'S18_1367',45,'45.28',1),
(487,10412,'S18_2432',47,'49.83',11),
(398,10314,'S18_3259',23,'84.71',3),
(167,10123,'S18_1589',26,'120.71',2),
(321,10388,'S10_1678',42,'80.39',4),
(385,10395,'S50_1514',45,'57.99',3),
(299,10148,'S18_3232',32,'143.94',14),
(458,10287,'S12_3990',41,'74.21',13),
(487,10183,'S10_1949',23,'180.01',8),
(206,10313,'S18_2432',34,'52.87',5),
(484,10284,'S50_1341',33,'35.78',5),
(381,10246,'S32_2509',35,'45.45',7),
(486,10259,'S24_2300',47,'121.40',9),
(303,10103,'S18_4600',36,'98.07',5),
(314,10204,'S18_1749',33,'153.00',4),
(166,10393,'S18_4668',44,'41.76',1),
(311,10318,'S18_2625',42,'49.67',5),
(103,10359,'S32_2509',36,'45.45',3),
(412,10358,'S32_1268',41,'82.83',1),
(382,10381,'S10_1949',36,'182.16',3),
(298,10186,'S24_3420',21,'59.83',3),
(273,10138,'S24_2887',30,'96.30',9),
(141,10159,'S18_4721',32,'142.85',7),
(250,10321,'S24_1046',30,'68.35',3),
(146,10220,'S24_4048',37,'101.72',7),
(206,10331,'S24_3856',21,'139.03',1),
(172,10399,'S32_1374',32,'97.89',1),
(131,10339,'S700_1138',22,'53.34',5),
(348,10151,'S32_2509',41,'43.29',5),
(335,10318,'S32_1374',47,'81.91',7),
(151,10126,'S18_4600',50,'102.92',5),
(344,10188,'S18_2625',32,'52.09',5),
(112,10106,'S24_4278',26,'71.00',3),
(415,10282,'S700_1938',43,'77.95',2),
(455,10204,'S18_2325',26,'119.50',1),
(459,10122,'S18_4721',28,'145.82',15),
(382,10400,'S700_2047',46,'82.37',5),
(447,10202,'S24_4620',50,'75.18',1),
(177,10267,'S24_2887',43,'93.95',2),
(363,10409,'S18_2325',6,'104.25',2),
(443,10161,'S18_2870',23,'125.40',9),
(471,10414,'S72_3212',47,'54.60',9),
(334,10258,'S18_1097',41,'113.17',5),
(211,10407,'S24_3191',13,'77.05',7),
(307,10276,'S12_3990',38,'67.83',4),
(169,10324,'S12_3148',27,'148.06',1),
(242,10343,'S18_3685',44,'127.15',2),
(487,10313,'S12_1666',21,'131.20',11),
(447,10262,'S700_3167',27,'64.80',5),
(278,10380,'S18_2325',40,'119.50',10),
(311,10165,'S12_3891',27,'152.26',2),
(129,10165,'S18_4027',28,'123.51',6),
(211,10115,'S18_2238',46,'140.81',4),
(114,10393,'S24_4258',33,'88.62',3),
(347,10260,'S700_1938',33,'80.55',2),
(187,10201,'S24_1578',39,'93.54',3),
(237,10291,'S32_3522',32,'53.00',7),
(189,10135,'S12_3990',24,'72.62',8),
(369,10373,'S24_3420',46,'53.92',11),
(357,10247,'S12_3891',27,'167.83',1),
(314,10238,'S12_3380',29,'104.52',1),
(168,10175,'S18_2432',41,'59.55',7),
(157,10329,'S12_4675',39,'102.49',15),
(333,10161,'S24_1046',37,'73.49',5),
(480,10141,'S50_1392',44,'94.92',3),
(486,10354,'S10_4698',42,'178.17',3),
(450,10145,'S700_2834',20,'113.90',13),
(276,10280,'S18_2248',25,'53.28',15),
(361,10194,'S32_1268',37,'77.05',3),
(412,10372,'S18_4027',48,'119.20',6),
(223,10382,'S32_1268',26,'85.72',6),
(249,10211,'S12_3990',28,'79.80',3),
(462,10296,'S700_4002',47,'61.44',5),
(382,10373,'S700_3505',34,'94.16',2),
(124,10296,'S18_3856',22,'105.87',12),
(334,10168,'S50_1341',48,'39.71',13),
(239,10135,'S18_1889',48,'66.99',3),
(333,10276,'S24_3371',20,'58.17',2),
(157,10371,'S50_1392',48,'97.23',10),
(103,10348,'S12_3148',47,'122.37',4),
(286,10236,'S24_2000',36,'65.51',3),
(146,10419,'S18_3232',35,'165.95',6),
(201,10165,'S24_1444',25,'46.82',9),
(186,10161,'S18_1589',43,'102.04',8),
(462,10308,'S32_1374',24,'99.89',5),
(477,10261,'S10_4757',27,'116.96',1),
(129,10293,'S18_3140',24,'110.64',4),
(347,10372,'S18_3140',28,'131.13',3),
(303,10341,'S12_3990',36,'77.41',10),
(333,10346,'S24_2887',24,'117.44',5),
(239,10129,'S700_3962',30,'94.34',7),
(256,10273,'S72_3212',37,'51.32',10),
(324,10135,'S12_1099',42,'173.17',7),
(216,10347,'S18_2949',48,'84.09',9),
(473,10353,'S32_1374',46,'86.90',5),
(320,10369,'S18_3320',45,'80.36',4),
(447,10299,'S10_1678',23,'76.56',9),
(363,10420,'S24_2887',55,'115.09',8),
(381,10174,'S18_1097',48,'108.50',3),
(125,10127,'S18_4027',25,'126.39',5),
(480,10271,'S18_2319',50,'121.50',8),
(484,10126,'S18_4668',43,'47.29',9),
(186,10194,'S700_2824',26,'80.92',6),
(314,10370,'S18_2432',22,'60.16',7),
(175,10356,'S18_1129',43,'120.31',8),
(103,10147,'S18_3278',36,'74.78',10),
(171,10149,'S18_1342',50,'87.33',4),
(328,10135,'S24_4620',23,'76.80',11),
(386,10114,'S24_2840',24,'28.64',1),
(376,10111,'S18_1367',48,'48.52',5),
(177,10280,'S18_2325',37,'109.33',13),
(227,10154,'S24_3151',31,'75.23',2),
(357,10329,'S18_1889',29,'66.22',9),
(157,10281,'S24_2300',25,'112.46',6),
(477,10412,'S18_2238',41,'150.63',4),
(181,10359,'S12_3891',49,'162.64',5),
(480,10162,'S18_2795',48,'156.94',3),
(187,10209,'S700_2047',33,'90.52',4),
(361,10226,'S24_3432',48,'95.30',2),
(386,10398,'S24_3420',34,'61.15',13),
(141,10254,'S24_2887',33,'111.57',8),
(239,10208,'S700_1138',38,'56.67',3),
(496,10321,'S24_3856',26,'137.62',13),
(471,10358,'S700_2824',27,'85.98',3),
(486,10252,'S32_4485',25,'93.89',9),
(119,10127,'S32_2509',45,'46.53',13),
(382,10264,'S24_2360',37,'61.64',6),
(489,10334,'S18_2319',46,'108.00',6),
(382,10401,'S50_1341',56,'41.46',7),
(209,10278,'S18_3232',42,'167.65',7),
(496,10175,'S18_3232',29,'150.71',5),
(171,10310,'S24_3856',45,'139.03',5),
(119,10359,'S50_1514',25,'47.45',4),
(489,10424,'S32_3522',44,'54.94',2),
(173,10407,'S18_4933',66,'64.14',4),
(125,10380,'S24_2887',44,'111.57',7),
(458,10131,'S72_1253',21,'40.22',7),
(276,10273,'S18_4522',33,'72.85',12),
(157,10142,'S18_3259',22,'95.80',10),
(250,10204,'S18_2248',23,'59.33',3),
(314,10252,'S24_4620',38,'69.52',3),
(335,10241,'S18_4409',42,'77.31',3),
(320,10276,'S12_1099',50,'184.84',3),
(303,10306,'S18_3259',40,'83.70',11),
(314,10337,'S700_1938',36,'73.62',9),
(202,10185,'S24_3151',33,'83.20',2),
(361,10164,'S18_4668',25,'46.29',7),
(240,10141,'S24_1444',20,'50.86',2),
(204,10222,'S700_2047',26,'80.56',8),
(211,10179,'S32_4289',24,'63.97',6),
(169,10338,'S18_1662',41,'137.19',1),
(216,10180,'S10_1678',29,'76.56',9),
(481,10357,'S12_1666',49,'109.34',8),
(484,10142,'S18_3140',47,'129.76',8),
(278,10147,'S24_2972',25,'33.23',1),
(286,10304,'S700_2824',40,'80.92',1),
(496,10220,'S12_1108',32,'189.10',2),
(406,10313,'S24_2300',42,'102.23',4),
(167,10175,'S10_4962',33,'119.67',9),
(128,10122,'S24_3371',34,'50.82',9),
(239,10419,'S24_2972',15,'32.10',7),
(471,10290,'S24_4258',45,'83.76',1),
(335,10281,'S12_4473',41,'98.36',1),
(335,10212,'S12_4675',33,'110.55',15),
(237,10336,'S18_3259',21,'100.84',7),
(412,10421,'S18_2795',35,'167.06',1),
(459,10180,'S24_2360',35,'60.95',6),
(146,10411,'S10_1949',23,'205.73',9),
(334,10419,'S24_3371',55,'52.66',12),
(121,10424,'S10_1949',50,'201.44',6),
(311,10252,'S18_3278',20,'74.78',2),
(321,10368,'S24_3191',46,'83.04',1),
(282,10357,'S18_2949',41,'91.18',6),
(412,10127,'S18_2238',45,'140.81',10),
(293,10288,'S18_4409',35,'90.19',6),
(333,10284,'S18_1662',45,'137.19',11),
(299,10160,'S24_3856',35,'130.60',3),
(379,10254,'S24_3432',49,'101.73',12),
(321,10374,'S18_2625',22,'48.46',4),
(471,10354,'S12_2823',35,'141.58',4),
(356,10220,'S32_3207',20,'49.71',6),
(119,10315,'S24_2011',35,'111.83',6),
(250,10198,'S700_4002',40,'74.03',2),
(260,10386,'S700_2610',37,'67.22',10),
(151,10142,'S18_4522',24,'79.87',7),
(198,10248,'S700_1938',40,'81.41',13),
(202,10143,'S700_4002',34,'65.15',5),
(273,10292,'S12_4473',21,'94.80',8),
(481,10187,'S50_1341',41,'39.71',5),
(204,10297,'S18_2581',25,'81.95',4),
(465,10222,'S700_3962',31,'81.43',17),
(167,10168,'S24_2000',29,'72.36',6),
(181,10322,'S18_1097',22,'101.50',10),
(206,10192,'S24_1046',37,'72.02',4),
(357,10378,'S18_4721',49,'122.02',8),
(239,10212,'S24_2766',45,'81.78',1),
(237,10295,'S24_3151',46,'84.08',3),
(369,10204,'S24_2766',47,'79.06',8),
(129,10168,'S10_1678',36,'94.74',1),
(237,10353,'S700_3167',43,'74.40',6),
(201,10367,'S18_1749',37,'144.50',3),
(169,10254,'S24_1937',38,'28.88',1),
(173,10250,'S700_2466',35,'90.75',11),
